application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
1390,Male,FALSE,3.06,Humanities,Hispanic,610,4,Nonprofit/Gov,NA
1391,Male,TRUE,3.08,Humanities,NA,580,6,Consulting,NA
1392,Female,TRUE,3.39,Business,NA,680,6,Consulting,NA
1393,Male,TRUE,3.16,Business,NA,660,6,Nonprofit/Gov,NA
1394,Female,FALSE,3.36,Humanities,White,670,5,Investment Banking,NA
1395,Male,TRUE,3.07,Business,NA,600,5,Financial Services,NA
1396,Male,TRUE,3.49,STEM,NA,670,5,Consulting,Admit
1397,Male,TRUE,3.25,Business,NA,630,6,Technology,NA
1398,Male,TRUE,3.31,STEM,NA,670,6,Investment Management,NA
1399,Male,TRUE,3.13,STEM,NA,610,4,Investment Banking,NA
1400,Female,TRUE,3.37,Business,NA,740,4,Consulting,NA
1401,Male,FALSE,3.31,STEM,Black,680,6,PE/VC,NA
1402,Female,FALSE,3.02,Humanities,Black,610,4,Consulting,NA
1403,Male,FALSE,3.32,Business,White,650,6,Consulting,NA
1404,Male,FALSE,3.33,Humanities,Asian,620,5,PE/VC,NA
1405,Male,FALSE,3.3,STEM,Asian,630,5,Health Care,NA
1406,Male,FALSE,3.34,Business,Hispanic,620,6,Nonprofit/Gov,NA
1407,Male,FALSE,3.37,Business,Black,610,4,Nonprofit/Gov,NA
1408,Male,TRUE,3.23,Business,NA,620,6,Consulting,NA
1409,Male,FALSE,3.31,STEM,Other,630,6,Other,NA
1410,Female,FALSE,3.21,Business,Hispanic,570,6,Consulting,NA
1411,Male,FALSE,3.25,Humanities,White,630,4,Investment Banking,NA
1412,Female,FALSE,3.2,Business,Other,710,5,PE/VC,NA
1413,Male,FALSE,3.23,Business,Hispanic,660,5,Media/Entertainment,NA
1414,Male,TRUE,3.58,Humanities,NA,690,4,Consulting,NA
1415,Male,FALSE,3.2,STEM,White,730,4,Consulting,NA
1416,Male,FALSE,3.4,Humanities,Other,640,4,Investment Banking,NA
1417,Male,FALSE,3.27,Business,Black,660,3,Real Estate,NA
1418,Male,FALSE,3.05,Business,Black,640,5,Consulting,NA
1419,Male,FALSE,3.25,Humanities,Other,660,4,Consulting,NA
1420,Male,FALSE,3.23,STEM,Asian,610,6,Consulting,NA
1421,Male,FALSE,3.51,Business,White,740,5,Investment Banking,Admit
1422,Female,FALSE,3.19,Humanities,Hispanic,630,4,Nonprofit/Gov,NA
1423,Male,TRUE,3.48,STEM,NA,620,4,PE/VC,NA
1424,Male,FALSE,3.1,Business,White,670,7,Consulting,NA
1425,Female,FALSE,3.37,Business,Asian,710,7,PE/VC,NA
1426,Female,FALSE,3.06,STEM,Other,590,5,Technology,NA
1427,Male,FALSE,3.25,Humanities,White,650,4,Consulting,NA
1428,Female,FALSE,3.21,Business,White,700,6,Technology,NA
1429,Female,TRUE,3.05,Business,NA,660,6,Consulting,NA
1430,Male,FALSE,3.06,Humanities,Black,610,7,Financial Services,NA
1431,Male,FALSE,3.17,STEM,Asian,640,4,Investment Banking,NA
1432,Male,TRUE,3.29,Humanities,NA,760,4,CPG,NA
1433,Male,FALSE,3.26,Humanities,Black,660,6,Retail,NA
1434,Male,TRUE,3.37,Business,NA,650,5,Investment Banking,NA
1435,Female,FALSE,3.44,Humanities,Hispanic,710,6,Consulting,NA
1436,Male,TRUE,3.62,STEM,NA,740,6,PE/VC,NA
1437,Female,TRUE,3.2,Humanities,NA,580,5,Consulting,NA
1438,Female,FALSE,3,Humanities,Black,670,3,Financial Services,NA
1439,Male,TRUE,2.89,STEM,NA,570,5,PE/VC,NA
1440,Female,FALSE,3.2,Humanities,Black,580,4,Investment Management,NA
1441,Male,FALSE,3.35,Humanities,Asian,680,4,PE/VC,NA
1442,Female,TRUE,3.29,Business,NA,580,6,Nonprofit/Gov,NA
1443,Male,FALSE,3.24,STEM,White,690,4,Consulting,NA
1444,Male,FALSE,3.12,STEM,White,570,5,Health Care,NA
1445,Female,FALSE,3.34,STEM,Asian,650,7,Health Care,NA
1446,Female,FALSE,3.18,Humanities,White,730,5,PE/VC,NA
1447,Female,FALSE,3.42,Humanities,Asian,720,6,Health Care,Admit
1448,Male,FALSE,3.03,STEM,Asian,610,5,Technology,NA
1449,Female,FALSE,3.29,Humanities,White,690,5,Technology,NA
1450,Female,FALSE,3.49,STEM,Black,680,4,Consulting,NA
1451,Male,FALSE,3.11,STEM,White,570,4,PE/VC,NA
1452,Female,FALSE,3.55,STEM,White,620,5,Nonprofit/Gov,NA
1453,Male,FALSE,3.1,Humanities,White,660,6,Nonprofit/Gov,NA
1454,Male,TRUE,3.58,Business,NA,730,6,Other,Admit
1455,Male,FALSE,3.32,STEM,Asian,740,7,Consulting,NA
1456,Male,FALSE,3.28,Business,Asian,640,4,Investment Banking,NA
1457,Female,FALSE,3.3,Humanities,Black,670,6,PE/VC,Waitlist
1458,Male,TRUE,3.31,STEM,NA,680,4,Consulting,Admit
1459,Female,FALSE,3.19,Business,Asian,720,4,Consulting,NA
1460,Male,FALSE,3.39,STEM,Other,670,4,Technology,NA
1461,Male,FALSE,3.17,STEM,Black,570,6,Financial Services,NA
1462,Male,TRUE,3.32,Humanities,NA,720,6,Consulting,NA
1463,Female,FALSE,3.45,Humanities,Asian,690,5,CPG,Admit
1464,Female,TRUE,3.23,Humanities,NA,630,4,Technology,NA
1465,Female,TRUE,2.96,STEM,NA,600,5,Financial Services,NA
1466,Female,FALSE,3.11,Business,Asian,630,5,Technology,NA
1467,Female,TRUE,3.38,Humanities,NA,680,5,Consulting,NA
1468,Male,TRUE,3.37,Business,NA,640,5,PE/VC,NA
1469,Male,FALSE,3.25,Business,Black,620,4,Consulting,NA
1470,Male,TRUE,3.15,Business,NA,610,7,Consulting,NA
1471,Female,FALSE,3.28,STEM,Hispanic,660,5,PE/VC,NA
1472,Male,FALSE,3.4,Business,White,750,6,PE/VC,NA
1473,Female,FALSE,3.17,Humanities,Hispanic,700,5,Real Estate,NA
1474,Male,FALSE,3.19,STEM,White,660,6,Health Care,NA
1475,Female,FALSE,3.38,Business,Black,650,4,CPG,NA
1476,Female,FALSE,3.2,Business,White,580,6,Consulting,NA
1477,Male,FALSE,3,STEM,White,630,6,Nonprofit/Gov,NA
1478,Female,FALSE,3.54,STEM,Other,590,5,Financial Services,NA
1479,Male,FALSE,3.03,STEM,Asian,640,5,Consulting,NA
1480,Male,FALSE,3.14,Business,Other,570,4,Health Care,NA
1481,Male,FALSE,3.28,Humanities,White,650,4,Technology,NA
1482,Male,FALSE,3.37,Humanities,Other,700,4,Technology,NA
1483,Female,TRUE,3.25,Humanities,NA,600,4,Energy,NA
1484,Female,FALSE,3.37,STEM,Asian,660,5,PE/VC,NA
1485,Male,FALSE,3.21,STEM,White,660,6,Investment Banking,NA
1486,Female,TRUE,3.24,STEM,NA,690,5,Other,NA
1487,Male,FALSE,3.19,STEM,White,570,4,Media/Entertainment,NA
1488,Male,FALSE,3.12,Business,White,610,5,Investment Management,NA
1489,Male,TRUE,3.22,Humanities,NA,680,6,Technology,Admit
1490,Female,FALSE,3.05,STEM,Black,620,5,Nonprofit/Gov,NA
1491,Male,TRUE,3.26,Business,NA,620,4,PE/VC,NA
1492,Male,FALSE,3.39,Humanities,Asian,630,5,PE/VC,NA
1493,Female,FALSE,2.73,STEM,White,570,6,Technology,NA
1494,Male,FALSE,3.25,STEM,White,640,4,Real Estate,NA
1495,Female,TRUE,3.22,STEM,NA,570,5,Consulting,NA
1496,Male,FALSE,3.25,Humanities,Black,630,6,Other,NA
1497,Male,FALSE,3.53,Business,White,750,5,PE/VC,Admit
1498,Male,FALSE,3.3,Humanities,Hispanic,600,5,PE/VC,NA
1499,Female,FALSE,3.32,Business,White,690,5,Other,NA
1500,Male,FALSE,3.38,Business,White,720,5,Other,NA
1501,Male,FALSE,3.12,Business,Asian,590,4,Health Care,NA
1502,Male,FALSE,3.4,Humanities,Other,680,4,PE/VC,NA
1503,Female,TRUE,3.16,Business,NA,620,3,Nonprofit/Gov,NA
1504,Female,FALSE,3.42,STEM,White,740,5,Nonprofit/Gov,Admit
1505,Male,FALSE,3.52,Humanities,Other,710,6,PE/VC,Admit
1506,Male,FALSE,3.15,STEM,Black,690,4,Investment Banking,NA
1507,Female,FALSE,3.42,Humanities,White,770,6,Nonprofit/Gov,NA
1508,Male,FALSE,3.33,Business,Asian,760,6,PE/VC,Admit
1509,Male,FALSE,3.68,Business,Asian,760,5,Health Care,NA
1510,Female,FALSE,3.03,Business,White,590,5,Investment Banking,NA
1511,Male,TRUE,3.02,STEM,NA,660,4,Other,NA
1512,Female,TRUE,3.23,STEM,NA,640,4,Other,NA
1513,Female,FALSE,3.43,STEM,Asian,700,3,PE/VC,Admit
1514,Male,FALSE,3.26,Business,White,670,6,PE/VC,NA
1515,Male,FALSE,2.97,Humanities,Asian,600,5,Retail,NA
1516,Male,FALSE,2.97,STEM,White,600,5,Nonprofit/Gov,NA
1517,Female,FALSE,3.37,STEM,White,680,6,Health Care,NA
1518,Male,FALSE,3.53,Humanities,White,640,5,Consulting,NA
1519,Male,FALSE,3.2,STEM,Black,700,5,PE/VC,NA
1520,Male,FALSE,3.19,STEM,White,580,5,Investment Banking,NA
1521,Male,TRUE,3.02,Humanities,NA,710,4,Consulting,NA
1522,Male,TRUE,3.16,Business,NA,630,5,Consulting,NA
1523,Male,TRUE,3.2,STEM,NA,670,4,Nonprofit/Gov,NA
1524,Male,FALSE,3.09,Humanities,White,590,7,Investment Banking,NA
1525,Male,FALSE,3.4,Humanities,Hispanic,620,5,Consulting,NA
1526,Male,FALSE,3.38,STEM,Black,650,5,PE/VC,NA
1527,Male,TRUE,3.23,STEM,NA,570,5,Investment Banking,NA
1528,Male,FALSE,3.25,Humanities,Hispanic,650,5,Consulting,NA
1529,Male,FALSE,3.28,Humanities,Asian,610,6,Other,NA
1530,Female,TRUE,3.19,Humanities,NA,680,4,Technology,NA
1531,Male,FALSE,3.08,Humanities,Asian,660,5,Technology,NA
1532,Female,FALSE,3.22,Business,Hispanic,600,6,Consulting,NA
1533,Female,TRUE,3.1,Humanities,NA,630,4,Consulting,NA
1534,Male,FALSE,3.02,STEM,Asian,640,4,PE/VC,NA
1535,Female,FALSE,3.21,STEM,Asian,660,6,Technology,Admit
1536,Male,FALSE,3.14,Business,White,580,5,PE/VC,NA
1537,Male,FALSE,3.26,Business,Other,590,3,Consulting,NA
1538,Male,FALSE,3.38,Humanities,Black,700,6,Investment Management,NA
1539,Male,FALSE,3.13,Humanities,Asian,630,4,Nonprofit/Gov,NA
1540,Male,TRUE,3.18,Business,NA,630,4,Other,NA
1541,Female,TRUE,3.41,Business,NA,690,6,Consulting,NA
1542,Female,FALSE,3.16,Humanities,White,620,5,Investment Banking,NA
1543,Female,FALSE,3.12,Business,Black,670,4,Financial Services,NA
1544,Male,TRUE,3.2,Humanities,NA,600,6,Investment Banking,NA
1545,Male,FALSE,3.17,STEM,Hispanic,710,4,Consulting,NA
1546,Female,TRUE,3.3,Humanities,NA,670,5,Technology,NA
1547,Male,FALSE,3.45,STEM,White,680,6,Investment Banking,NA
1548,Female,TRUE,3.2,STEM,NA,640,4,Nonprofit/Gov,NA
1549,Male,FALSE,3.17,STEM,Black,610,5,Consulting,NA
1550,Male,FALSE,3.3,STEM,Hispanic,630,6,Health Care,NA
1551,Female,TRUE,3.3,STEM,NA,670,5,Consulting,NA
1552,Female,FALSE,3.31,Humanities,White,660,5,Technology,Admit
1553,Male,TRUE,3.25,STEM,NA,670,8,Financial Services,NA
1554,Male,FALSE,3.11,Humanities,Hispanic,580,8,Other,NA
1555,Female,FALSE,3.21,Business,White,730,5,Nonprofit/Gov,Admit
1556,Male,FALSE,3.2,STEM,Asian,600,4,Investment Banking,NA
1557,Male,TRUE,3.28,STEM,NA,610,6,Technology,NA
1558,Female,TRUE,3.35,Business,NA,650,4,Nonprofit/Gov,NA
1559,Female,FALSE,3.13,Business,White,640,5,Consulting,NA
1560,Female,TRUE,3.03,Humanities,NA,600,6,Other,NA
1561,Male,FALSE,3.48,Business,Black,680,5,PE/VC,NA
1562,Male,FALSE,2.97,STEM,White,600,5,Investment Management,NA
1563,Male,FALSE,3.22,STEM,White,640,4,Consulting,NA
1564,Female,FALSE,3.38,Humanities,Hispanic,630,3,PE/VC,NA
1565,Male,FALSE,3.51,STEM,White,710,5,Investment Management,Admit
1566,Male,TRUE,3.29,STEM,NA,740,5,Consulting,NA
1567,Male,TRUE,3.2,STEM,NA,590,4,Nonprofit/Gov,NA
1568,Female,TRUE,3.23,Business,NA,650,5,Financial Services,NA
1569,Female,FALSE,3.32,STEM,Black,630,5,Technology,NA
1570,Male,FALSE,3.15,STEM,White,620,5,PE/VC,NA
1571,Male,FALSE,3.13,Humanities,Black,630,7,Investment Banking,NA
1572,Male,TRUE,3.24,Humanities,NA,670,5,Health Care,NA
1573,Female,FALSE,2.84,Humanities,White,610,6,Nonprofit/Gov,NA
1574,Female,TRUE,3.32,Humanities,NA,710,5,Other,NA
1575,Male,FALSE,3.61,Humanities,Hispanic,640,6,Investment Banking,NA
1576,Male,FALSE,3.2,STEM,Asian,700,7,Financial Services,NA
1577,Male,FALSE,3.21,Humanities,White,600,4,Consulting,NA
1578,Male,FALSE,3.11,Business,Asian,570,3,PE/VC,NA
1579,Male,TRUE,3.17,Business,NA,570,2,Nonprofit/Gov,NA
1580,Female,TRUE,3.4,Humanities,NA,700,5,PE/VC,Admit
1581,Male,TRUE,3.05,STEM,NA,570,6,Technology,NA
1582,Female,FALSE,3.18,Humanities,Black,590,6,Consulting,NA
1583,Male,FALSE,3.13,STEM,Other,610,5,Consulting,NA
1584,Male,FALSE,3.4,Business,Asian,660,5,Other,NA
1585,Male,TRUE,3.36,Humanities,NA,720,6,PE/VC,Admit
1586,Male,FALSE,3.36,Business,Hispanic,670,5,Investment Banking,NA
1587,Male,FALSE,3.32,STEM,Asian,690,3,Consulting,NA
1588,Female,FALSE,3.27,Business,Asian,660,5,Financial Services,NA
1589,Male,FALSE,3.04,Humanities,Black,610,4,PE/VC,NA
1590,Male,TRUE,3.09,STEM,NA,570,6,Technology,NA
1591,Male,TRUE,3.12,Humanities,NA,610,5,Technology,NA
1592,Male,TRUE,3.46,Business,NA,680,4,Technology,NA
1593,Female,FALSE,3.03,Humanities,Hispanic,600,5,Consulting,NA
1594,Male,FALSE,3.29,Humanities,Black,670,6,Technology,NA
1595,Male,FALSE,3.25,Business,White,730,5,Consulting,NA
1596,Male,FALSE,3.43,STEM,White,660,6,Technology,Admit
1597,Male,FALSE,3.12,STEM,Asian,630,6,Technology,NA
1598,Male,TRUE,3.13,Business,NA,660,3,Consulting,NA
1599,Male,TRUE,3.22,Humanities,NA,580,5,Investment Management,NA
1600,Male,TRUE,3.55,STEM,NA,690,5,Financial Services,NA
1601,Female,FALSE,3.33,STEM,Hispanic,700,4,Nonprofit/Gov,Admit
1602,Male,FALSE,3.45,STEM,Asian,680,3,Technology,NA
1603,Female,FALSE,3.18,STEM,White,640,4,Investment Management,NA
1604,Male,TRUE,3.01,STEM,NA,610,5,Technology,NA
1605,Male,FALSE,3.14,Humanities,White,670,6,Investment Banking,NA
1606,Male,FALSE,3.23,STEM,Black,740,5,Investment Banking,NA
1607,Female,FALSE,3.14,Business,Asian,650,4,PE/VC,NA
1608,Female,FALSE,3.33,Humanities,White,690,3,Consulting,Admit
1609,Male,FALSE,3.27,STEM,Hispanic,710,5,Consulting,NA
1610,Female,FALSE,3.32,Humanities,Asian,600,4,Technology,NA
1611,Male,FALSE,3.47,STEM,White,660,6,Nonprofit/Gov,NA
1612,Male,TRUE,3.18,STEM,NA,670,6,Technology,NA
1613,Male,FALSE,3.3,Business,Asian,660,6,Other,NA
1614,Female,FALSE,3.26,Humanities,White,640,4,Other,NA
1615,Female,TRUE,3.24,Humanities,NA,620,5,Consulting,NA
1616,Male,FALSE,3.42,Business,Asian,660,6,Consulting,NA
1617,Male,FALSE,3.13,Humanities,White,570,4,Real Estate,NA
1618,Male,FALSE,3.37,Humanities,Black,700,5,PE/VC,NA
1619,Male,TRUE,3.04,Humanities,NA,570,4,Other,NA
1620,Male,FALSE,3.31,Business,White,660,6,PE/VC,Admit
1621,Female,FALSE,3.18,Business,Hispanic,670,5,Financial Services,NA
1622,Female,FALSE,3.29,STEM,White,650,5,PE/VC,NA
1623,Female,TRUE,3.39,STEM,NA,660,3,PE/VC,NA
1624,Male,FALSE,3.13,STEM,Hispanic,650,4,Consulting,NA
1625,Female,FALSE,3.21,STEM,Asian,660,6,Consulting,NA
1626,Male,FALSE,3.5,STEM,Black,770,7,Investment Management,NA
1627,Male,FALSE,3.31,Business,White,630,3,Technology,NA
1628,Male,FALSE,3.45,STEM,Black,700,3,Technology,NA
1629,Male,TRUE,3.24,Humanities,NA,610,3,Financial Services,NA
1630,Male,TRUE,3.36,Humanities,NA,670,5,Consulting,NA
1631,Female,FALSE,3.19,Business,Black,610,5,Nonprofit/Gov,NA
1632,Male,FALSE,3.62,Business,Asian,760,5,Investment Banking,NA
1633,Male,FALSE,2.82,Humanities,Black,570,6,Technology,NA
1634,Male,FALSE,3.17,STEM,Asian,620,7,Consulting,NA
1635,Male,FALSE,3.46,Business,Black,670,5,Energy,NA
1636,Male,TRUE,3.01,STEM,NA,590,5,Real Estate,NA
1637,Male,FALSE,3.5,STEM,Asian,760,3,Technology,NA
1638,Male,FALSE,3.34,Business,White,680,5,PE/VC,NA
1639,Male,FALSE,3.28,Business,Asian,650,4,Health Care,NA
1640,Male,FALSE,3.32,STEM,Black,680,5,Technology,NA
1641,Male,FALSE,2.9,Business,Hispanic,570,6,Other,NA
1642,Male,TRUE,3.25,STEM,NA,660,5,Technology,NA
1643,Male,TRUE,3.11,STEM,NA,610,6,Other,NA
1644,Male,FALSE,3.37,STEM,Hispanic,630,5,Investment Banking,NA
1645,Female,FALSE,3.37,STEM,White,660,6,Consulting,NA
1646,Male,FALSE,3.47,Humanities,Black,740,6,Consulting,Admit
1647,Male,TRUE,2.99,STEM,NA,700,7,Consulting,NA
1648,Male,FALSE,3.18,Business,Asian,640,7,Other,NA
1649,Male,FALSE,3.13,Business,White,630,4,Nonprofit/Gov,NA
1650,Male,FALSE,3.44,Humanities,Other,720,4,Consulting,Admit
1651,Male,TRUE,3.5,Humanities,NA,730,5,Consulting,Admit
1652,Male,FALSE,3.24,Humanities,Other,610,5,Technology,NA
1653,Female,FALSE,3.18,STEM,White,620,4,CPG,NA
1654,Male,FALSE,3.23,Humanities,Other,700,5,Nonprofit/Gov,NA
1655,Male,FALSE,3.38,Humanities,Asian,680,4,Technology,NA
1656,Female,TRUE,3.11,Humanities,NA,670,6,Investment Banking,NA
1657,Female,FALSE,3.3,STEM,Hispanic,580,5,Consulting,NA
1658,Male,FALSE,3.3,Business,Hispanic,660,4,Other,NA
1659,Male,FALSE,3.14,Humanities,White,650,3,Consulting,NA
1660,Female,FALSE,3.28,Humanities,Hispanic,620,5,Consulting,NA
1661,Male,TRUE,3.31,STEM,NA,760,6,Investment Banking,NA
1662,Male,FALSE,3.15,Humanities,White,570,4,Health Care,NA
1663,Female,FALSE,3.35,Business,White,700,7,Consulting,Admit
1664,Male,TRUE,3.29,Humanities,NA,700,5,Investment Banking,NA
1665,Male,FALSE,3.19,Business,White,660,3,Technology,NA
1666,Male,FALSE,3.16,Business,Asian,590,5,Real Estate,NA
1667,Male,FALSE,3.09,Humanities,White,610,5,Consulting,NA
1668,Male,FALSE,3.45,Humanities,White,660,5,Financial Services,Admit
1669,Male,TRUE,3.26,Humanities,NA,650,6,PE/VC,NA
1670,Female,FALSE,3.01,Humanities,Asian,620,2,Consulting,NA
1671,Male,TRUE,3.22,Humanities,NA,620,5,PE/VC,NA
1672,Male,TRUE,3.33,Business,NA,650,5,Consulting,NA
1673,Male,FALSE,3.23,STEM,Hispanic,650,3,Consulting,NA
1674,Male,TRUE,3.11,Business,NA,570,5,Health Care,NA
1675,Male,TRUE,3.29,STEM,NA,640,5,Technology,NA
1676,Male,TRUE,3.3,Humanities,NA,590,6,Technology,NA
1677,Female,TRUE,3.12,STEM,NA,610,5,Retail,NA
1678,Female,FALSE,3.06,Humanities,Black,570,5,Media/Entertainment,NA
1679,Male,FALSE,3.14,Humanities,Asian,660,5,Consulting,NA
1680,Male,TRUE,3.28,Humanities,NA,620,5,Financial Services,NA
1681,Male,FALSE,3.26,Business,Black,620,4,PE/VC,NA
1682,Male,TRUE,3.27,STEM,NA,590,6,Health Care,NA
1683,Male,FALSE,3.33,STEM,White,710,4,Financial Services,Admit
1684,Female,TRUE,3.41,STEM,NA,600,5,Investment Banking,NA
1685,Female,FALSE,3.24,STEM,Asian,630,6,PE/VC,NA
1686,Female,TRUE,3.13,Business,NA,640,5,CPG,NA
1687,Female,FALSE,3.43,STEM,Black,660,6,Financial Services,Admit
1688,Male,FALSE,3.36,Humanities,Asian,670,5,Other,NA
1689,Male,TRUE,3,Humanities,NA,580,5,Consulting,NA
1690,Female,FALSE,3.14,Humanities,Hispanic,610,6,Investment Management,NA
1691,Male,FALSE,3.56,STEM,Black,720,3,PE/VC,NA
1692,Female,FALSE,3,Business,White,620,4,Consulting,NA
1693,Male,TRUE,3.13,Business,NA,710,6,Consulting,NA
1694,Female,FALSE,3.42,STEM,Asian,650,4,Consulting,NA
1695,Male,TRUE,3.35,STEM,NA,690,6,Technology,NA
1696,Male,FALSE,3.48,Humanities,Asian,680,5,Technology,NA
1697,Female,FALSE,3.43,Humanities,Asian,690,5,Investment Management,Admit
1698,Female,FALSE,2.78,Humanities,White,570,6,Financial Services,NA
1699,Male,FALSE,3.26,STEM,White,690,5,Consulting,NA
1700,Female,FALSE,3.1,STEM,Asian,650,4,Financial Services,NA
1701,Male,FALSE,3.16,Humanities,Asian,580,4,Consulting,NA
1702,Female,TRUE,3.08,Business,NA,670,4,Technology,NA
1703,Male,TRUE,3.19,Humanities,NA,570,5,Consulting,NA
1704,Male,FALSE,3.5,Humanities,White,640,3,Technology,NA
1705,Female,FALSE,3.24,Humanities,Asian,630,6,Nonprofit/Gov,NA
1706,Male,FALSE,3.31,Humanities,White,580,6,Investment Management,NA
1707,Female,FALSE,3.27,Humanities,Asian,700,5,Technology,Admit
1708,Female,FALSE,3.22,STEM,Other,680,4,Investment Banking,NA
1709,Female,TRUE,3.24,Business,NA,610,5,PE/VC,NA
1710,Male,FALSE,3.31,Business,Black,750,5,Investment Banking,NA
1711,Male,FALSE,3.43,Humanities,Asian,680,6,CPG,Admit
1712,Female,FALSE,3.23,Business,Asian,600,5,Health Care,NA
1713,Male,FALSE,3.13,Business,Asian,600,5,Investment Banking,NA
1714,Male,FALSE,3.32,STEM,Black,740,5,PE/VC,Admit
1715,Male,FALSE,3.64,Business,White,780,6,Consulting,NA
1716,Male,FALSE,3.13,Humanities,White,570,5,Consulting,NA
1717,Male,FALSE,3.27,Humanities,Asian,620,4,Health Care,NA
1718,Female,FALSE,3.36,Business,White,680,5,Consulting,Admit
1719,Female,FALSE,3.18,STEM,Hispanic,590,6,Other,NA
1720,Male,FALSE,3.22,Business,White,650,4,Consulting,NA
1721,Female,TRUE,3.42,STEM,NA,710,5,Nonprofit/Gov,NA
1722,Male,FALSE,3.32,Humanities,Black,700,5,Financial Services,NA
1723,Male,TRUE,3.09,STEM,NA,590,6,Investment Banking,NA
1724,Male,FALSE,3.47,STEM,White,660,7,PE/VC,NA
1725,Female,FALSE,3.41,Humanities,White,750,5,Consulting,NA
1726,Male,FALSE,3.05,Business,White,570,6,Consulting,NA
1727,Male,FALSE,3.29,Humanities,Other,710,4,Consulting,Admit
1728,Female,TRUE,3.48,Business,NA,720,4,PE/VC,NA
1729,Female,FALSE,3.23,Business,Asian,670,7,Other,NA
1730,Male,FALSE,3.35,Humanities,Black,590,6,Health Care,NA
1731,Male,FALSE,3.54,Humanities,Asian,670,6,Financial Services,NA
1732,Male,FALSE,3.13,STEM,White,640,7,Health Care,NA
1733,Male,FALSE,3.35,STEM,Hispanic,640,6,Nonprofit/Gov,NA
1734,Male,FALSE,3.21,Humanities,White,610,5,Other,NA
1735,Female,FALSE,3.2,STEM,White,650,4,Other,NA
1736,Male,FALSE,2.83,Humanities,Black,570,5,Nonprofit/Gov,NA
1737,Female,FALSE,3.61,Business,Asian,700,2,Other,NA
1738,Male,TRUE,3.12,Business,NA,620,5,Technology,NA
1739,Male,TRUE,3.56,STEM,NA,720,5,Financial Services,NA
1740,Male,FALSE,3.24,Business,White,640,4,Health Care,NA
1741,Female,TRUE,3.38,STEM,NA,670,5,Other,Admit
1742,Female,TRUE,3.47,STEM,NA,690,4,Technology,Admit
1743,Male,TRUE,3.19,Humanities,NA,720,4,Nonprofit/Gov,NA
1744,Male,FALSE,3.31,Humanities,Asian,650,6,Consulting,NA
1745,Female,FALSE,2.82,Humanities,Black,630,5,CPG,NA
1746,Female,FALSE,3.08,STEM,Other,640,5,Financial Services,NA
1747,Male,TRUE,2.93,Humanities,NA,570,5,PE/VC,NA
1748,Female,FALSE,3.26,Business,Asian,630,5,Consulting,NA
1749,Male,FALSE,3.19,STEM,Hispanic,680,5,PE/VC,NA
1750,Male,FALSE,3.17,Humanities,Hispanic,690,5,PE/VC,NA
1751,Male,FALSE,3.41,STEM,Other,650,6,PE/VC,NA
1752,Male,FALSE,2.86,STEM,Asian,570,5,Financial Services,NA
1753,Male,TRUE,3,STEM,NA,620,5,Nonprofit/Gov,NA
1754,Female,FALSE,3.14,Business,Other,630,6,Technology,NA
1755,Male,TRUE,3.23,Humanities,NA,630,5,PE/VC,NA
1756,Female,FALSE,3.22,Business,White,670,6,Nonprofit/Gov,NA
1757,Female,FALSE,3.35,Humanities,Asian,650,6,Investment Banking,NA
1758,Male,TRUE,3.21,Business,NA,640,5,Investment Management,NA
1759,Male,FALSE,3.58,STEM,Black,750,4,Financial Services,NA
1760,Female,FALSE,3.48,Humanities,Black,670,6,Consulting,NA
1761,Male,TRUE,3.38,Humanities,NA,710,5,Technology,Admit
1762,Female,FALSE,3.2,STEM,White,660,5,Investment Banking,NA
1763,Female,FALSE,3.17,STEM,White,600,6,Health Care,NA
1764,Male,TRUE,3.5,STEM,NA,710,6,Financial Services,Admit
1765,Male,FALSE,2.92,Humanities,Black,610,6,Investment Banking,NA
1766,Male,FALSE,3.25,Humanities,White,640,4,Consulting,NA
1767,Female,TRUE,3.04,Business,NA,570,6,Nonprofit/Gov,NA
1768,Male,FALSE,3.26,Business,White,600,5,PE/VC,NA
1769,Male,TRUE,3.14,Humanities,NA,640,5,PE/VC,NA
1770,Male,TRUE,3.28,Business,NA,690,6,Financial Services,Admit
1771,Male,TRUE,3.57,STEM,NA,770,6,CPG,NA
1772,Male,FALSE,3.19,Humanities,Asian,620,6,Technology,NA
1773,Male,FALSE,3.23,Business,Hispanic,620,5,Consulting,NA
1774,Male,FALSE,3.09,Humanities,Black,630,5,Consulting,NA
1775,Male,FALSE,3.11,Humanities,White,640,5,PE/VC,NA
1776,Male,FALSE,3.21,Humanities,Black,670,5,Consulting,NA
1777,Female,TRUE,3.18,Humanities,NA,630,3,Consulting,NA
1778,Female,FALSE,3.51,Humanities,Black,700,5,Other,NA
1779,Female,TRUE,3.1,Humanities,NA,590,5,Technology,NA
1780,Male,FALSE,3.23,Humanities,Asian,650,3,Health Care,NA
1781,Female,FALSE,2.98,Business,White,630,5,Energy,NA
1782,Female,FALSE,3.02,Humanities,Black,620,4,Consulting,NA
1783,Female,FALSE,3.38,Business,Asian,610,4,Consulting,NA
1784,Female,TRUE,3.33,Humanities,NA,660,4,PE/VC,NA
1785,Male,FALSE,3.27,Humanities,Asian,710,5,Nonprofit/Gov,NA
1786,Female,FALSE,3.14,STEM,Black,640,4,Health Care,NA
